rowID,playerID,gameID,Year,Date,G#,Age,Tm,,Opp,Result,Tgt,Rec,recYDS,Y/R,recTD,Ctch%,Y/Tgt,Att,rushYDS,Y/A,rushTD,Cmp,Att,Cmp%,passYDS,passTD,passINT,Rate,Sk,Yds,Y/A,AY/A,Rt,Yds,Y/Rt,KRTD,Ret,Yds,Y/R,PRTD,2PM,TD,Pts,Sk,Tkl,Ast,passBonus,rushBonus,recBonus,fpts,
,97,15,2009,10/25/2009,6,29-022,ARI,@,NYG,W 24-17,7,3,75,25,0,0,10.71,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,10.5,
,97,16,2005,10/30/2005,7,25-027,ARI,@,DAL,L 13-34,8,3,69,23,1,0,8.63,1,0,0,0,0,1,0,0,0,0,39.6,,,,,,,,,,,,,,,,,,,0,0,0,15.9,
,98,1,1997,11/30/1997,13,29-064,ARI,,PIT,L 20-26,13,8,188,23.5,0,61.50%,14.46,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,29.8,20.3575
,98,2,1996,11/24/1996,12,28-058,ARI,,PHI,W 36-30,15,9,156,17.33,0,60.00%,10.4,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,27.6,
,98,3,1995,9/24/1995,4,26-362,ARI,@,DAL,L 20-34,13,9,154,17.11,1,69.20%,11.85,0,0,,0,1,1,100,33,0,0,118.7,,,,,,,,,,,,,,,,,,,0,0,3,34.72,
,98,4,1997,9/28/1997,4,29-001,ARI,@,TAM,L 18-19,14,8,147,18.38,1,57.10%,10.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,31.7,
,98,5,1996,9/29/1996,5,28-002,ARI,,STL,W 31-28,16,9,143,15.89,1,56.30%,8.94,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,32.3,
,98,6,1996,10/27/1996,8,28-030,ARI,,NYJ,L 21-31,13,7,143,20.43,1,53.80%,11,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,30.3,
,98,7,1997,11/16/1997,11,29-050,ARI,@,NYG,L 10-19,13,8,139,17.38,0,61.50%,10.69,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,24.9,
,98,8,1995,11/26/1995,12,27-060,ARI,,ATL,W 40-37,13,8,121,15.13,1,61.50%,9.31,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,29.1,
,98,9,1999,1/2/2000,16,31-097,ARI,@,GNB,L 24-49,9,6,120,20,0,66.70%,13.33,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,21,
,98,10,1997,12/7/1997,14,29-071,ARI,,WAS,L 28-38,11,5,114,22.8,3,45.50%,10.36,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,37.4,
,98,11,1999,11/21/1999,10,31-055,ARI,,DAL,W 13-9,7,1,21,21,1,0,3,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,9.1,
,98,12,1999,10/17/1999,6,31-020,ARI,,WAS,L 10-24,9,1,10,10,1,0,1.11,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,8,
,98,13,1996,12/22/1996,16,28-086,ARI,@,PHI,L 19-29,12,1,21,21,0,0,1.75,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,3.1,
,98,14,1996,9/15/1996,3,27-354,ARI,@,NWE,L 0-31,4,1,4,4,0,0,1,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.4,
,98,15,1995,12/25/1995,16,27-089,ARI,,DAL,L 13-37,8,1,6,6,0,0,0.75,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1.6,
,98,16,1995,12/17/1995,15,27-081,ARI,@,PHI,L 20-21,6,1,27,27,0,0,4.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,3.7,
,99,3,1994,9/12/1994,2,23-242,CHI,@,PHI,L 22-30,8,7,148,21.14,2,87.50%,18.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,36.8,19.14375
